id	bpm	root	scale	group	split	license	sha256	keyAbsent
485394	111.0	-1		Manuel.Ed	fit	http://creativecommons.org/publicdomain/zero/1.0/	0c1be80a66702f7b47f1df5937a38b6b48074900d9839b6e6655e98f8aa78f9f	1
72149	124.0	0	natural_minor	zilverton	test	http://creativecommons.org/licenses/by/3.0/	39ee25ca70e7a334812eda5c4297ca78df12e7d6472c2e2452e7d2b27eb5106b	0
343384	180.0	5	natural_minor	staticpony1	calibration	http://creativecommons.org/publicdomain/zero/1.0/	d8830a7009a6b1b133f7dd0537cae9b4ea3ad93e6e4ceb7feee01aa83242d22e	0
238748	136.0	9	natural_minor	arseniiv	calibration	http://creativecommons.org/publicdomain/zero/1.0/	6e4505e25375824aa780952645614c5106bf3f815c86506ba00bd5b42c46500b	0
471038	100.0	6	natural_minor	Hoerspielwerkstatt_HEF	test	http://creativecommons.org/licenses/by/3.0/	12823ed6335284fbf3d0370d7e4818f5532616aa2c5ec5646188e50f8ce5f1e8	0
43229	0.0	7	major	NoiseCollector	test	http://creativecommons.org/licenses/by/3.0/	cd9a324dbfe7bfa4880459f4705818da74ff10a81b112acbc8f912d95c0485ca	0
125365	160.0	5	natural_minor	DirtyJewbs	calibration	http://creativecommons.org/licenses/by/3.0/	f38c4f4ee0a83003f27aa88611fd1227c65ecb33b85290709a45ade0fe8eecac	0
167390	110.0	9	natural_minor	guitarelement	test	http://creativecommons.org/licenses/by/3.0/	f35bec8b0252df5ad3ff1379f4b84859a8cb1141d0cade7307baf50f3b916a65	0
401818	126.0	-1		inlinebeats	calibration	http://creativecommons.org/publicdomain/zero/1.0/	e7b348215cb9bb9bdaa6925246c6cdb5547425bf15a0b1c7caed8cfd4b5a5024	1
102342	130.0	-1		sandyrb	fit	http://creativecommons.org/licenses/by/3.0/	23111a03c853a40f0ea686a32ffaa7cee480957ad22dfe9591d47254aa7f2674	1
199114	125.0	-1		aikighost	fit	http://creativecommons.org/licenses/by/3.0/	849941d0df371b1458fd752379e4a371d097d5e1b2c863bed89430ab6041f418	1
464382	90.0	-1		mgrin10@student.dkit.ie	test	http://creativecommons.org/publicdomain/zero/1.0/	e96873e839069accf4918038c6ac7ba85ce96b99666b00e2dbcb0b07020d4ed5	1
50483	0.0	0	major	laban	fit	http://creativecommons.org/licenses/by/3.0/	c8905f2b44b3c1adc11562e335ae5620117a1ebae7c1f0885bab89ad6e82c5bc	0
18426	126.0	-1		ramjac	fit	http://creativecommons.org/licenses/by/3.0/	765a27dc0d276f21d99e994a491bb96d90638065070c26244ef307991c04b528	1
214866	85.0	0	major	Mick Gibbs	fit	http://creativecommons.org/licenses/by/3.0/	0930a063cb2c1806900a906c0b42bfd4858525dba0b247b3f9769cb97e6c8b81	0
76695	100.0	5	natural_minor	chicocorrea	test	http://creativecommons.org/publicdomain/zero/1.0/	37769ece196c566d7db200234c25e3a4787e360b1c0dddcf1f360aba56fa6537	0
140835	140.0	-1		Dr_JaKkHaMm3r	fit	http://creativecommons.org/licenses/by/3.0/	473e9de2ea62a5027e7177b2a7184c625f49b45917f4a339dcb79850329cf2ad	1
453150	180.0	-1	natural_minor	Xcreenplay	calibration	http://creativecommons.org/licenses/by/3.0/	2fe0706706b63107226589d0dcae5597a7736f6f9a10bd5da9aa5bd9cd9980bc	0
388841	120.0	-1		JoaoSousa1988	fit	http://creativecommons.org/publicdomain/zero/1.0/	d07713f00e12f20355dd1b7229090827cbb628e4d876b84a5c5ffe79f4b1bf0d	1
54353	160.0	0	natural_minor	GameGod0	test	http://creativecommons.org/licenses/by/3.0/	5aca5652226bb9e845d446bb53f2f000845dc3514ec76e06d8f3834bd1367b73	0
467334	120.0	-1		stevysound	test	http://creativecommons.org/licenses/by/3.0/	7c65dcd1d2c2eea8e8dd43785ca003f40d25c84ffae844976fc704f78b6f4686	1
19071	110.0	-1		aikighost	fit	http://creativecommons.org/publicdomain/zero/1.0/	c281261829c02807b5beee205dabbfe47ddcc36a4511e5c646f3dc5102a8cb91	1
441172	85.0	-1		vykroft	calibration	http://creativecommons.org/publicdomain/zero/1.0/	5dff19a0de5e96dd2634736714b1e4b15ca3ffa5a3558456fc5c23dedef61c08	1
256331	130.0	-1		Kodack	fit	http://creativecommons.org/publicdomain/zero/1.0/	0e933cf31c6eaf3082d1c44cb01b85c8183d582ba1f17714a6cbe160db69f000	1
468504	120.0	2	major	kroshe	test	http://creativecommons.org/publicdomain/zero/1.0/	67b3ec286ae779e3dd651a4de7caacdc4723aa2fa0a6f4b54a93c252467682b3	0
182118	130.0	-1		Goup_1	fit	http://creativecommons.org/licenses/by/3.0/	945a07f2e30bb2d90865818dedf3ca7063bb3df5d8d4a3df0275a033d58f8965	1
72152	124.0	0	major	zilverton	test	http://creativecommons.org/licenses/by/3.0/	7b47ec755831cef4fcae379a3a222db4ae4f869f5b3de5a30713f9e5befa0ae6	0
259297	240.0	0	major	jputman	test	http://creativecommons.org/publicdomain/zero/1.0/	1484097b0ab2e9af4798b771f5b81c4516b521b99c4fc18a943ed278865f750d	0
82237	70.0	-1		kaiodeleis	test	http://creativecommons.org/licenses/by/3.0/	e6118a3a42fb304852ef7586394f38de49eef6c297fb30260ef05aa6f2bb69aa	1
222426	120.0	-1		Jovica	fit	http://creativecommons.org/licenses/by/3.0/	3988011570ac36360ba5af3c81fc2e06439ca6458a4f708d7717aedbbb178003	1
337821	174.0	-1		hardwareshaba	test	http://creativecommons.org/publicdomain/zero/1.0/	e5c8433e88ffacef5e785fb7597435d521452a2c79ed1dcd94ec38522f4f7865	1
216812	87.0	0	natural_minor	mauxuam	test	http://creativecommons.org/publicdomain/zero/1.0/	79f59b6c6e458127ef3d995b0905210f40e260c6f6f02f89be3abe0dd82d5e2c	0
337762	70.0	0	natural_minor	turtlewithpants	fit	http://creativecommons.org/publicdomain/zero/1.0/	c36fe88f6ae036a25f5f6ad135e27bf31471550a1dd14adca8251ec4b2105e1f	0
56158	80.0	-1		infopablo	fit	http://creativecommons.org/licenses/by/3.0/	f33c7a4a566263e23b7c41220f5248236a09247f1a71142ae0f7539bfd611507	1
458029	172.0	-1		inlinebeats	calibration	http://creativecommons.org/publicdomain/zero/1.0/	9b5df659c2168fa4d6c0537c707f3b2ceebb4a1a950f36725e8ff49b4fa614f1	1
41568	140.0	-1		digifishmusic	fit	http://creativecommons.org/licenses/by/3.0/	dc08807e0292e34255a2fd69d4d089dec64e0760b55566dac8a728e6da9d6eab	1
452690	122.0	-1		daf024	test	http://creativecommons.org/publicdomain/zero/1.0/	a4f669d1eea741f194a63f4c276d95693286eb7bce86f37bfb06226202aa21ad	1
24941	162.0	-1		VEXST	fit	http://creativecommons.org/licenses/by/3.0/	69d4bb0f7616e72cd93a97a5fe9de2100ad6e0f36474eaaee03535a3cc96f3ab	1
53562	130.0	4	natural_minor	KatHakaku	test	http://creativecommons.org/publicdomain/zero/1.0/	462c429c36b7e0351bf709efba191297f12c4db2b773aa33a66320ce3d66ccf9	0
332643	130.0	-1		shadowcast303	fit	http://creativecommons.org/publicdomain/zero/1.0/	71516deb56243a92612a4ea759c2e09562206c58ec3cc344d302f78f36145b13	1
246088	175.0	1	natural_minor	lerwickdj	fit	http://creativecommons.org/publicdomain/zero/1.0/	0649da630e85e4006c6b8ff16dac29032f768b251023896bde69a625f6303a96	0
151350	175.0	-1		freestylednb	test	http://creativecommons.org/licenses/by/3.0/	e44d431f4e4c57449d5a27e0329386c1e616acdcfa0994cbae3a201a118547fb	1
302518	125.0	2	natural_minor	modularsamples	calibration	http://creativecommons.org/publicdomain/zero/1.0/	cc1c5e8571c4a2329a04f0f49859cab2d0b3298cdbd78ab206d5943bcc244a97	0
70003	120.0	-1		chipfork	fit	http://creativecommons.org/licenses/by/3.0/	9c3744accc4f5868678f4da3308863ccc29d99277d5c17722e41d8cab9820286	1
395059	96.0	-1		MustardPlug	calibration	http://creativecommons.org/publicdomain/zero/1.0/	ca5671bb223a4dbfda0e503786aef06e5b403917c01a48a9618b828bf37e4bfd	1
320637	155.0	-1	natural_minor	MuSiCjUnK	fit	http://creativecommons.org/publicdomain/zero/1.0/	153801a43cd7e38a35c108e9d0ee6f9e19399a898ba9e69ae6cd69631c1e05ec	0
160430	120.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	ee329d6bed9ea923b03b9c38f22c9ddbc7eb8f26a75f7f978fa9690d6d9bf83c	1
364223	110.0	0	major	T_Beau	fit	http://creativecommons.org/publicdomain/zero/1.0/	80a10bfc9077cc117b937f8fc6dd14c1f0bc4f9d747ac149766c98a9a2d0aa9f	0
244338	118.0	-1		Insidebeat	fit	http://creativecommons.org/publicdomain/zero/1.0/	77436ad8c49db95d6728cd3e24af1927a050cc67f7f6c07bfdd3fbcc5bfa974c	1
493724	100.0	-1		Xinematix	test	http://creativecommons.org/licenses/by/3.0/	8e59292f0183e9f3ea88e36a6ac5cfd5b1b0d098cb1b18d32958a831979b092f	1
399034	106.0	-1	natural_minor	User391915396	fit	http://creativecommons.org/publicdomain/zero/1.0/	9e13a3a35f97c424c77e4393caedc643c224b6535c0c5547260ff40df04425e5	0
67427	140.0	-1		aji_	calibration	http://creativecommons.org/licenses/by/3.0/	a59e763d4cc47a7b05a60c48817c660b76fe780ed75fa169a52c566789dc8463	1
239507	140.0	-1		luckylittleraven	test	http://creativecommons.org/licenses/by/3.0/	2f3174bc900c3103ccc568dbbb01187554270c9a0d7278518aed1cf2dfbb3150	1
39841	117.0	-1		jult	test	http://creativecommons.org/licenses/by/3.0/	82a04617f1b8397100146d6816084b2d4edd3c97f7648c0a03554a42b63ffad0	1
477375	0.0	0	natural_minor	Pax11	fit	http://creativecommons.org/licenses/by/3.0/	1531f49c44c26207aacd1ae6e77c55e80d3789a40246f6aa382c98bbeb506e81	0
241309	125.0	10	natural_minor	JarAxe	test	http://creativecommons.org/licenses/by/3.0/	e91e814c904bb36ce03a92a52b65b2a614cdf472f4824d25cf552b8c8793a60f	0
395035	120.0	5	major	jovanovich	calibration	http://creativecommons.org/publicdomain/zero/1.0/	1dd716e221cc440f397563c731c733ebd7c12364cab0f54ac9038d4b33c5a1ac	0
445792	136.0	-1		Yils83	calibration	http://creativecommons.org/publicdomain/zero/1.0/	557fdcbc66c0a8ec0887af1bd8d68f505c9760549326198763635a99896b2790	1
45741	88.0	10	natural_minor	torn.rugged.audio.35	test	http://creativecommons.org/publicdomain/zero/1.0/	c7636fc3d8a065b46d473068e0b8b7bb22ca2a4c9c5d436fae9e4e19b5a68ac1	0
401819	91.0	7	major	inlinebeats	calibration	http://creativecommons.org/publicdomain/zero/1.0/	ae239c1848b248437de6e977c2230ef72cb77cc041d7d43c47b3aaea8509fdcf	0
239509	140.0	5	natural_minor	luckylittleraven	test	http://creativecommons.org/licenses/by/3.0/	4828beafde3e0d1e831fdb5e4cfb2e850ff0504be1fd54d4885cd8e1604852e4	0
160375	174.0	-1		day_tripper13	fit	http://creativecommons.org/licenses/by/3.0/	e9dfd9fa7198bcb985d88cf0cbd8f6ba46f00aaf3e61dfc385071997ab1b5ffc	1
13494	120.0	-1		Bitbeast	test	http://creativecommons.org/publicdomain/zero/1.0/	ef0b3d6cdf3e3ec370001830a4e512bfa4a7413c20602c7234222a50a2a21510	1
50040	100.0	-1		Zajo	test	http://creativecommons.org/publicdomain/zero/1.0/	fe8084a1c0a16637957d90e8062777c46f8b4c697baa90b55a5e6e5dcadd0f07	1
195299	155.0	-1		Owl	fit	http://creativecommons.org/licenses/by/3.0/	62ae5edae9171ee477b860569e3fcaf7386090d2bf6d244e0af70a3df22b048b	1
268712	110.0	6	natural_minor	jaffa1970	test	http://creativecommons.org/publicdomain/zero/1.0/	c2a051c67e6a9f21041bb8797e8ea267d66ed43434941a3f46c0aa8e3d79bc6f	0
458522	105.0	-1		animastudios	fit	http://creativecommons.org/publicdomain/zero/1.0/	745ec6fe3e8c41e7161aa64aa5d09a6a05db2d6d4e722c4518f080e4826ac072	1
456131	90.0	-1		funkologic	test	http://creativecommons.org/publicdomain/zero/1.0/	d5cd84fc592523b9a20c9cb99de4317bba0ea2dbb6438ce8793473cbc11a1f5c	1
398098	174.0	5	natural_minor	Chameon	fit	http://creativecommons.org/publicdomain/zero/1.0/	0c47a19731a4379cb27a2e9573b1381731f83053e0831bd9c0839279adfe8fb8	0
188551	120.0	-1		mika55	calibration	http://creativecommons.org/publicdomain/zero/1.0/	7ca799152a1d1a77185c8429aeade621f6cc5d0913bf23c5e6e8709a652f229d	1
491277	120.0	-1		Xinematix	test	http://creativecommons.org/publicdomain/zero/1.0/	8dcb4029caae40f59d38cb6b0bf78e3b2fd39f0c426ff3ce385d3ae4b96e8244	1
156082	78.0	-1		digitalvalues	fit	http://creativecommons.org/licenses/by/3.0/	8a53e88d12f7f769681391836eb043ea848528fc6e195a140daaf0cde40c114d	1
271020	125.0	-1		infectedaudio	fit	http://creativecommons.org/publicdomain/zero/1.0/	4332437fa680d199a9ab4a3828744c99c57e1d35130700536f45895543f349af	1
485396	98.0	-1		Manuel.Ed	fit	http://creativecommons.org/publicdomain/zero/1.0/	30ea6233dcbcd04eb1445def9906fe11be8bd7c2cae3c803b5a0459a5a4a391a	1
132581	120.0	2	natural_minor	wehrwolf78	test	http://creativecommons.org/publicdomain/zero/1.0/	ee510c7368e714bcd45b573a6d2b793b503da04182eab4eb6072721eaf093a05	0
167727	82.0	-1		digitalvalues	fit	http://creativecommons.org/licenses/by/3.0/	4307f08cdda1f88afb5f44959d2c6e84826c24ed229c2449668840d56a99e298	1
145592	135.0	-1		LukeSharples	fit	http://creativecommons.org/licenses/by/3.0/	c4e2dbdf76b105fc73fae64e8162c0bb31fa8e3cd09466fa0ee05771f9bd9864	1
51201	168.0	-1		ronlybonly	fit	http://creativecommons.org/licenses/by/3.0/	f5261cc8978ec72d0408418772a6c619d20ffc535fb7e87a8731338e101bd19a	1
431449	176.0	-1		eryps	calibration	http://creativecommons.org/publicdomain/zero/1.0/	75fa5aef6dd6fbf5cf29aaad1fc8c907da76f68ca91b556eea93fde72b0224cd	1
86757	140.0	5	major	Vicces1212	calibration	http://creativecommons.org/licenses/by/3.0/	90d0bd3b31094956296777f7974b7e89c564b2672beba9da1c9e7fb6b11fc17f	0
116154	60.0	-1		zyxthorn	test	http://creativecommons.org/publicdomain/zero/1.0/	6898c3cde8d061cdcbd8cc358ba2eda52ca7ea572cdeb6b5fd6f2dd55a3980c1	1
45458	0.0	7	natural_minor	jesuswaffle	calibration	http://creativecommons.org/publicdomain/zero/1.0/	e3acf529a41452cc8e94ef114b003ed3abf16af9e2949e37267c890bab76de40	0
232434	92.0	-1		bigjoedrummer	fit	http://creativecommons.org/licenses/by/3.0/	fc5f96299222ad9ee9a730dd2cf72705c882bc58576eb5270272f9e20b7af764	1
77713	90.0	10	major	sorohanro	fit	http://creativecommons.org/licenses/by/3.0/	306c0e567ecd3ec17f784a7511659a35510cc5c2c37d557446c66666f87ed91c	0
414228	120.0	-1	major	Greek555	test	http://creativecommons.org/publicdomain/zero/1.0/	67cd4ca5450496a12f2284eb5ec51946d7dff64494c029cfcf433bc956f1a4aa	0
275418	135.0	5	major	hipihopi	test	http://creativecommons.org/publicdomain/zero/1.0/	73a2261bbe478e4e77201b81a9637d929816948536cd42147b76067692932a91	0
239508	140.0	-1		luckylittleraven	test	http://creativecommons.org/licenses/by/3.0/	6138aa46c68f3bb03391bc928c5fcde005a2b5d74b305500e4e504a3cf695f56	1
431876	120.0	-1		esares	fit	http://creativecommons.org/publicdomain/zero/1.0/	eb97fe546c6a68adc1eeed0072c88a4b4e34fab5dbf4fb0cb3fd4ddeaf86b3c4	1
174452	110.0	-1		Link-Boy	calibration	http://creativecommons.org/publicdomain/zero/1.0/	a114394ee25645a35b486c1ccc2c0b18c7ff280ce19b50cd8c12a9b8014156da	1
395058	96.0	-1		MustardPlug	calibration	http://creativecommons.org/publicdomain/zero/1.0/	93074ecdbb4eabc1a2e752a23822265d03cd4172808dfa96db7125ec121980e6	1
77716	90.0	5	natural_minor	sorohanro	fit	http://creativecommons.org/licenses/by/3.0/	46bc7d437f44a094954e9ac4b2ddce90580ac8a353faa0d4441f395c750e644a	0
339982	140.0	7	natural_minor	FullMetalJedi	fit	http://creativecommons.org/publicdomain/zero/1.0/	5b678d9c7c1c003d6612bdb2507c449cd720c38a7e02273706e7e73f628d650a	0
416990	96.0	10	natural_minor	exotonestudio	fit	http://creativecommons.org/publicdomain/zero/1.0/	adb977020b6654da2493344fe1d0759628b06e65949d416b9ddb9d815cf2e559	0
467916	40.0	2	natural_minor	SGAK	fit	http://creativecommons.org/publicdomain/zero/1.0/	f77cf1340f4b45a5e86bbec00e45f64891f6f5cdb0d11bbce9e21de406adce04	0
93632	130.0	-1		kasull	fit	http://creativecommons.org/publicdomain/zero/1.0/	7e484dc5532e95a89a72b47f9883fd8f44413bc51d0a8954932de3de3a92c2f1	1
218058	122.0	-1		Jessetz	calibration	http://creativecommons.org/publicdomain/zero/1.0/	763da00e6cfc8bb44f3949d99aff9d8309ef5ee12b92794a0ab3879f1d9077ca	1
242963	120.0	-1		Bronxio	test	http://creativecommons.org/publicdomain/zero/1.0/	e02b1179e575b337999490b4eae8d48e72369d0da81a8e81b1af3227fa083249	1
463606	120.0	8	major	RutgerMuller	calibration	http://creativecommons.org/publicdomain/zero/1.0/	bb0ae4f99e57ddacc184c2e7c6c0aeccb441abb7d391fc2b15f2995c8e2b5bf4	0
218349	0.0	9	natural_minor	luckylittleraven	test	http://creativecommons.org/licenses/by/3.0/	47976094749628afeaa520d1312c29e478150f4a09d2211cfb8d0681357d0845	0
264278	130.0	1	natural_minor	jaffa1970	test	http://creativecommons.org/publicdomain/zero/1.0/	563ba2f594974f1ce859209faccac9983c8df182a72aa2e9cd95476e4c8a067d	0
122592	99.0	-1	major	dmyra	fit	http://creativecommons.org/licenses/by/3.0/	b838044b49b7f8c853314f133cf9d097e8f41b88ba024624b65558aa6bfe4ddc	0
237724	120.0	-1		gilbert007	calibration	http://creativecommons.org/publicdomain/zero/1.0/	78a3aba3e47569b9399c67fedaf2bc78a5e8d121114b6b181f1fed921ceb73ab	1
269546	140.0	0	natural_minor	shitefromaheight	test	http://creativecommons.org/licenses/by/3.0/	6458ce64fe116199b5e396227049b925e265ed46ceb64a36a0586a2479dc96ed	0
174867	126.0	-1		drielnox	calibration	http://creativecommons.org/licenses/by/3.0/	a0ff46b696fd4a87ddc621c1125ba6b65c215e14aa15582ceb8697db149f0d8f	1
150302	108.0	-1		NenadSimic	fit	http://creativecommons.org/licenses/by/3.0/	2806d0a30b7dcbf70682f00a0aabf32f22b4d244a327caff38868f4a66722e84	1
246531	120.0	-1		gis_sweden	test	http://creativecommons.org/publicdomain/zero/1.0/	798ccf01165fe35501dd82e40afca2748f22f32198c03d5f46ebbfed1571702d	1
175546	118.0	-1		alphasnk	fit	http://creativecommons.org/licenses/by/3.0/	b62ec1b05b86cde2d505be8040a8f8b1bebfd2eadf76b0100710a9e6d61c593a	1
403070	127.0	-1		jalastram	test	http://creativecommons.org/licenses/by/3.0/	56511371d4e116d5ccda4b756c0a3a5524aa09771d3f57d5d3def17fc7a319c9	1
154915	100.0	-1		Owl	fit	http://creativecommons.org/licenses/by/3.0/	c6383d685d8b57b25691a40c8316ea3a0eddd20aed054a896526b281084cf078	1
30198	140.0	-1		johnnypanic	test	http://creativecommons.org/licenses/by/3.0/	cb31d2f58e0a2964d69ad6dc1820b29eba39974947bcd759644650989f22626a	1
48529	180.0	-1		asdftekno	fit	http://creativecommons.org/publicdomain/zero/1.0/	2c4adbf5ea39cbed4917b424f5c3fe27660842110fe6e9d40dd2ae26d993484f	1
414548	130.0	2	natural_minor	Greek555	test	http://creativecommons.org/publicdomain/zero/1.0/	ccbc1ce4e7e74d7b98c06fcc7e5c71ce908455d36430e524ceb78ea7cd96aeb7	0
38852	125.0	2	natural_minor	Detski	fit	http://creativecommons.org/licenses/by/3.0/	2898497c15d087ce1dcdfd61e9641b22ac21143f8c887b1188893d13d1c2ecd6	0
485392	98.0	-1		Manuel.Ed	fit	http://creativecommons.org/publicdomain/zero/1.0/	fd6dac1120ab6b64249cb2181f30b594bbac2856ea0a940029bfb87b72cd341d	1
261201	144.0	-1		Gius1987	fit	http://creativecommons.org/publicdomain/zero/1.0/	4f8adaafb581744f0a098f01f84e247097343b90803f06ab1abdad9612a1b036	1
259717	140.0	0	major	unfa	test	http://creativecommons.org/licenses/by/3.0/	c4d71d8ec8f4fe4d657fd95361bf3e318371f78d37d1af9587c078bc89057f1f	0
491285	80.0	9	natural_minor	Xinematix	test	http://creativecommons.org/publicdomain/zero/1.0/	e28e7a310b28cba1b3f7c50ea45509d9fa9e40b579ac3b518d9c0f862b2efa53	0
151009	95.0	-1	natural_minor	Khoon	calibration	http://creativecommons.org/publicdomain/zero/1.0/	7d551c46fcc0252e3581afec615de80ebc9dbb50224e2e9f1cd9d2317ecfd616	0
240971	120.0	0	natural_minor	drandarko	fit	http://creativecommons.org/publicdomain/zero/1.0/	722eba49b7bb01af2e6debda84ac792b655034f2b45221bbc6588e13d5bf49eb	0
246083	175.0	1	major	lerwickdj	fit	http://creativecommons.org/publicdomain/zero/1.0/	5f64cb9968fa9a9d5f6dc5cc2fab79eff29c87fedefdc19e289676848f37b611	0
169869	120.0	-1		tichec	fit	http://creativecommons.org/publicdomain/zero/1.0/	5d1dae8587cc52c2d3b9b9bec739c5d6a0c762a1654ec8494e857873421cb037	1
323672	84.0	-1		BartjeBral	test	http://creativecommons.org/publicdomain/zero/1.0/	0a308e00b9a4b4b9b299b1d31ebfc20aebba729f113c2ede689f87b30db91ae2	1
217345	160.0	-1		dark0mega	fit	http://creativecommons.org/publicdomain/zero/1.0/	e96a0acd5f7f6037ac1413483280b3965950b4284cff8b8fe39a51e3f3804099	1
177812	140.0	5	major	Louderest	fit	http://creativecommons.org/licenses/by/3.0/	af2f79407be78bb1d5c70530288c45240e93d37362d38161ac8b1ea495003035	0
93634	130.0	-1		kasull	fit	http://creativecommons.org/publicdomain/zero/1.0/	e1df3744cda7d57424e1327306c2a7c654ba801ef9d6213d6ac2251ad598c6ab	1
243656	135.0	-1		shiftyfour	calibration	http://creativecommons.org/publicdomain/zero/1.0/	d62ca9d2444c70d72028e0ab6812825458908749f85871e6eb4f6cf7e9653cfc	1
72893	100.0	9	natural_minor	uzerx	calibration	http://creativecommons.org/publicdomain/zero/1.0/	e48dd3651d522da1856151518e80284c3045b3835c1758196c095e4d5a4b63df	0
179542	140.0	-1		Clinthammer	fit	http://creativecommons.org/licenses/by/3.0/	edcace1603a8488bcd913a164a4b901bda7c93676665e1137eed319544e62efe	1
332064	90.0	-1	natural_minor	AlonnaAllen	fit	http://creativecommons.org/publicdomain/zero/1.0/	906ad3588f9a240f01cee82ee6fd6724bf949492ff4f429701257bf0d5562be7	0
150115	130.0	0	natural_minor	Vicces1212	calibration	http://creativecommons.org/publicdomain/zero/1.0/	02b921c3181356df9318a02cd34e8640eb3c22759fe47138f02bc2f7e47488a9	0
468506	120.0	-1		kroshe	test	http://creativecommons.org/publicdomain/zero/1.0/	383f932d46e222e4c78140dd0d1bb801e853a811cc68aa6f9d2bd9af62aa1bb1	1
217366	120.0	-1		gusgus26	fit	http://creativecommons.org/licenses/by/3.0/	848666402e4289dfc90de98822367d7d0282b95ad8f1dca3aa22947cb562b4be	1
468508	120.0	-1		kroshe	test	http://creativecommons.org/publicdomain/zero/1.0/	0f8910c28cefbee7643609e3dc93955b282bb113ca34c1058aad66bfa370ff7e	1
48528	180.0	-1		asdftekno	fit	http://creativecommons.org/publicdomain/zero/1.0/	0b7a2b412df7bb5bff03acd8ffd42d7795735dd825d112b9aa881ec54c2070b3	1
144863	100.0	5	major	Derek Lotek	fit	http://creativecommons.org/licenses/by/3.0/	f7b2f021c9d2fea494a12489e22e21cadafdfb42bce8fed0564fb723f1d53bd5	0
123900	140.0	-1		DirtyJewbs	calibration	http://creativecommons.org/licenses/by/3.0/	e5ac53a5d9c8750470209905bcdb00a6bf9aa89d46339530fd2837eaafb20069	1
268201	140.0	-1		jaffa1970	test	http://creativecommons.org/publicdomain/zero/1.0/	77f6d8be1ac0f83101250bd768911e0ee3418491ff7c938cc8adb2dc00a8d35a	1
40007	0.0	0	major	Jovica	fit	http://creativecommons.org/licenses/by/3.0/	2502645cfeb63549547cc8241c7415cfddf950c811b75080815ec101720bfae9	0
90922	180.0	9	natural_minor	Blackie666	fit	http://creativecommons.org/publicdomain/zero/1.0/	e7370cad33d8abe6a5c7e33f96309d28984e35265a38c741dbb8702466885160	0
160714	150.0	0	major	thatjeffcarter	test	http://creativecommons.org/licenses/by/3.0/	17dc8318e0c9ae2d5428b08728ff77cbfc9bbf1f4d1fcac6b33bb73a017fbf67	0
427027	133.0	-1		dankesh	fit	http://creativecommons.org/publicdomain/zero/1.0/	3436894741a8cf89511bba401686141c840dfe55d1ddd29cb2e90eac961fdee5	1
165855	110.0	9	natural_minor	guitarelement	test	http://creativecommons.org/licenses/by/3.0/	e6dfdc6fffdeb63e48176da59aa3bd4b210951aca00dec65027311b0e8a2f272	0
349464	0.0	5	major	T_Beau	fit	http://creativecommons.org/publicdomain/zero/1.0/	ee13e968af4467aec3da26b2289dad2de2a1a37daddd2c87c6122a5524942fc4	0
213503	130.0	2	natural_minor	Goup_1	fit	http://creativecommons.org/licenses/by/3.0/	a09abf029394daabddc409bd1c23c3659f20877107ff66a4747ace7e907663ea	0
332931	100.0	-1		suonho	fit	http://creativecommons.org/licenses/by/3.0/	6955e67b61011b2d4eba4550b5f2354557dd6ecd85f1c2a70d8cc3190927cf5d	1
